id,value
"Pharmaceutical Preparations.Drug Combinations.Trimethoprim, Sulfamethoxazole Drug Combination",D26.310.875
"Pharmaceutical Preparations.Drugs, Chinese Herbal",D26.335
"Pharmaceutical Preparations.Drugs, Essential",D26.355
"Pharmaceutical Preparations.Drugs, Generic",D26.360
"Pharmaceutical Preparations.Drugs, Investigational",D26.371
Pharmaceutical Preparations.Materia Medica,D26.526
Pharmaceutical Preparations.Medical Marijuana,D26.528
Pharmaceutical Preparations.Nonprescription Drugs,D26.530
Pharmaceutical Preparations.Nonprescription Drugs.Behind-the-Counter Drugs,D26.530.500
Pharmaceutical Preparations.Nostrums,D26.593
Pharmaceutical Preparations.Pharmaceutic Aids,D26.650
"Pharmaceutical Preparations.Pharmaceutic Aids.Adjuvants, Pharmaceutic",D26.650.064
Pharmaceutical Preparations.Pharmaceutic Aids.Aversive Agents,D26.650.179
Pharmaceutical Preparations.Pharmaceutic Aids.Flavoring Agents,D26.650.294
Pharmaceutical Preparations.Pharmaceutic Aids.Ointment Bases,D26.650.523
Pharmaceutical Preparations.Pharmaceutic Aids.Pharmaceutical Vehicles,D26.650.700
Pharmaceutical Preparations.Pharmaceutic Aids.Pharmaceutical Vehicles.Excipients,D26.650.700.419
"Pharmaceutical Preparations.Pharmaceutic Aids.Preservatives, Pharmaceutical",D26.650.702
"Pharmaceutical Preparations.Pharmaceutical Preparations, Dental",D26.655
Pharmaceutical Preparations.Placebos,D26.660
Pharmaceutical Preparations.Plant Extracts,D26.667
Pharmaceutical Preparations.Plant Extracts.Flower Essences,D26.667.249
Pharmaceutical Preparations.Plant Extracts.Grape Seed Extract,D26.667.500
Pharmaceutical Preparations.Prescription Drugs,D26.670
Pharmaceutical Preparations.Prodrugs,D26.675
Pharmaceutical Preparations.Solutions,D26.776
Pharmaceutical Preparations.Solutions.Contact Lens Solutions,D26.776.210
Pharmaceutical Preparations.Solutions.Hypertonic Solutions,D26.776.314
"Pharmaceutical Preparations.Solutions.Hypertonic Solutions.Glucose Solution, Hypertonic",D26.776.314.420
"Pharmaceutical Preparations.Solutions.Hypertonic Solutions.Saline Solution, Hypertonic",D26.776.314.890
Pharmaceutical Preparations.Solutions.Hypotonic Solutions,D26.776.399
Pharmaceutical Preparations.Solutions.Isotonic Solutions,D26.776.498
Pharmaceutical Preparations.Solutions.Organ Preservation Solutions,D26.776.675
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions,D26.776.708
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Cardioplegic Solutions,D26.776.708.160
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Dialysis Solutions,D26.776.708.322
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Dialysis Solutions.Hemodialysis Solutions,D26.776.708.322.651
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Ophthalmic Solutions,D26.776.708.645
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Ophthalmic Solutions.Lubricant Eye Drops,D26.776.708.645.500
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Parenteral Nutrition Solutions,D26.776.708.733
"Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Parenteral Nutrition Solutions.Fat Emulsions, Intravenous",D26.776.708.733.500
Pharmaceutical Preparations.Solutions.Pharmaceutical Solutions.Sclerosing Solutions,D26.776.708.822
Pharmaceutical Preparations.Solutions.Rehydration Solutions,D26.776.741
Pharmaceutical Preparations.Street Drugs,D26.878
Pharmaceutical Preparations.Street Drugs.Crack Cocaine,D26.878.250
Pharmaceutical Preparations.Veterinary Drugs,D26.939
Pharmaceutical Preparations.Xenobiotics,D26.969
