id,value
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Chenodeoxycholic Acid.Glycochenodeoxycholic Acid,D04.210.500.221.430.342.300.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Chenodeoxycholic Acid.Taurochenodeoxycholic Acid,D04.210.500.221.430.342.300.900
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Glycodeoxycholic Acid,D04.210.500.221.430.342.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Glycodeoxycholic Acid.Glycochenodeoxycholic Acid,D04.210.500.221.430.342.400.450
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Taurodeoxycholic Acid,D04.210.500.221.430.342.900
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Taurodeoxycholic Acid.Taurochenodeoxycholic Acid,D04.210.500.221.430.342.900.910
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Deoxycholic Acid.Ursodeoxycholic Acid,D04.210.500.221.430.342.925
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Glycocholic Acid,D04.210.500.221.430.484
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Glycocholic Acid.Glycodeoxycholic Acid,D04.210.500.221.430.484.430
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Glycocholic Acid.Glycodeoxycholic Acid.Glycochenodeoxycholic Acid,D04.210.500.221.430.484.430.420
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Lithocholic Acid,D04.210.500.221.430.622
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Lithocholic Acid.Taurolithocholic Acid,D04.210.500.221.430.622.900
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Taurocholic Acid,D04.210.500.221.430.873
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Taurocholic Acid.Taurodeoxycholic Acid,D04.210.500.221.430.873.920
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Taurocholic Acid.Taurodeoxycholic Acid.Taurochenodeoxycholic Acid,D04.210.500.221.430.873.920.900
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholanes.Cholic Acids.Taurocholic Acid.Taurolithocholic Acid,D04.210.500.221.430.873.940
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes,D04.210.500.247
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestanols,D04.210.500.247.100
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestanols.Cholestanol,D04.210.500.247.100.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestanones,D04.210.500.247.125
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes,D04.210.500.247.222
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol,D04.210.500.247.222.159
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol.Hydroxycholecalciferols,D04.210.500.247.222.159.478
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol.Hydroxycholecalciferols.Calcifediol,D04.210.500.247.222.159.478.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols,D04.210.500.247.222.159.478.387
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols.Calcitriol,D04.210.500.247.222.159.478.387.300
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols.24,25-Dihydroxyvitamin D 3",D04.210.500.247.222.159.478.387.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes,D04.210.500.247.222.222
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols,D04.210.500.247.222.222.347
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols.Dehydrocholesterols,D04.210.500.247.222.222.347.200
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols.Desmosterol,D04.210.500.247.222.222.347.231
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols.Fusidic Acid,D04.210.500.247.222.222.347.389
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols.Lanosterol,D04.210.500.247.222.222.347.557
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestadienes.Cholestadienols.Stigmasterol,D04.210.500.247.222.222.347.833
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestenones,D04.210.500.247.222.265
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestenones.Ecdysteroids,D04.210.500.247.222.265.165
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestenones.Ecdysteroids.Ecdysone,D04.210.500.247.222.265.165.500
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestenones.Ecdysteroids.Ecdysterone,D04.210.500.247.222.265.165.750
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholestenones.Ketocholesterols,D04.210.500.247.222.265.450
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol,D04.210.500.247.222.284
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.Azacosterol,D04.210.500.247.222.284.070
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.Cholesterol Esters,D04.210.500.247.222.284.200
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.19-Iodocholesterol,D04.210.500.247.222.284.510
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.Oxysterols,D04.210.500.247.222.284.800
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.Oxysterols.Hydroxycholesterols,D04.210.500.247.222.284.800.500
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Cholesterol.Oxysterols.Ketocholesterols,D04.210.500.247.222.284.800.750
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Ergocalciferols,D04.210.500.247.222.474
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Ergocalciferols.Dihydrotachysterol,D04.210.500.247.222.474.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Ergocalciferols.25-Hydroxyvitamin D 2,D04.210.500.247.222.474.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Ergosterol,D04.210.500.247.222.537
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Ergosterol.Withanolides,D04.210.500.247.222.537.888
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Cholestenes.Sitosterols,D04.210.500.247.222.857
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Spirostans,D04.210.500.247.515
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Spirostans.Diosgenin,D04.210.500.247.515.500
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Spirostans.Diosgenin.Solanine,D04.210.500.247.515.500.500
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols,D04.210.500.247.808
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Adosterol,D04.210.500.247.808.050
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol,D04.210.500.247.808.146
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol.Hydroxycholecalciferols,D04.210.500.247.808.146.478
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol.Hydroxycholecalciferols.Calcifediol,D04.210.500.247.808.146.478.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols,D04.210.500.247.808.146.478.387
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols.Calcitriol,D04.210.500.247.808.146.478.387.300
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholecalciferol.Hydroxycholecalciferols.Dihydroxycholecalciferols.24,25-Dihydroxyvitamin D 3",D04.210.500.247.808.146.478.387.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol,D04.210.500.247.808.197
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Azacosterol,D04.210.500.247.808.197.070
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholestanol,D04.210.500.247.808.197.135
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholesterol Esters,D04.210.500.247.808.197.200
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholesterol, Dietary",D04.210.500.247.808.197.225
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholesterol, HDL",D04.210.500.247.808.197.238
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholesterol, LDL",D04.210.500.247.808.197.244
"Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Cholesterol, VLDL",D04.210.500.247.808.197.247
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Dehydrocholesterols,D04.210.500.247.808.197.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Dehydrocholesterols.Desmosterol,D04.210.500.247.808.197.250.281
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.19-Iodocholesterol,D04.210.500.247.808.197.580
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Oxysterols,D04.210.500.247.808.197.800
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Oxysterols.Hydroxycholesterols,D04.210.500.247.808.197.800.500
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Cholesterol.Oxysterols.Ketocholesterols,D04.210.500.247.808.197.800.750
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Ergocalciferols,D04.210.500.247.808.412
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Ergocalciferols.Dihydrotachysterol,D04.210.500.247.808.412.250
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Ergocalciferols.25-Hydroxyvitamin D 2,D04.210.500.247.808.412.400
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Fusidic Acid,D04.210.500.247.808.489
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Lanosterol,D04.210.500.247.808.607
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols,D04.210.500.247.808.756
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols.Brassinosteroids,D04.210.500.247.808.756.071
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols.Ecdysteroids,D04.210.500.247.808.756.143
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols.Sitosterols,D04.210.500.247.808.756.669
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols.Stigmasterol,D04.210.500.247.808.756.808
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Phytosterols.Withanolides,D04.210.500.247.808.756.904
Polycyclic Compounds.Fused-Ring Compounds.Steroids.Cholestanes.Sterols.Solanine,D04.210.500.247.808.874
