id,value
Lipids.Fatty Acids.Caprylates,D10.251.122
Lipids.Fatty Acids.Decanoic Acids,D10.251.175
Lipids.Fatty Acids.Decanoic Acids.Decanoates,D10.251.175.200
Lipids.Fatty Acids.Eicosanoic Acids,D10.251.220
Lipids.Fatty Acids.Endocannabinoids,D10.251.265
"Lipids.Fatty Acids.Fatty Acids, Nonesterified",D10.251.310
"Lipids.Fatty Acids.Fatty Acids, Unsaturated",D10.251.355
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids",D10.251.355.255
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids",D10.251.355.255.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Arachidonic Acid",D10.251.355.255.100.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Hydroxyeicosatetraenoic Acids",D10.251.355.255.100.300
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Hydroxyeicosatetraenoic Acids.12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",D10.251.355.255.100.300.425
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Isoprostanes",D10.251.355.255.100.375
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Isoprostanes.F2-Isoprostanes",D10.251.355.255.100.375.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Isoprostanes.Neuroprostanes",D10.251.355.255.100.375.750
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes",D10.251.355.255.100.450
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.Leukotriene A4",D10.251.355.255.100.450.405
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.Leukotriene B4",D10.251.355.255.100.450.411
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.SRS-A",D10.251.355.255.100.450.855
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene C4",D10.251.355.255.100.450.855.455
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene D4",D10.251.355.255.100.450.855.461
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene E4",D10.251.355.255.100.450.855.470
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Thromboxanes",D10.251.355.255.100.825
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Thromboxanes.Thromboxane A2",D10.251.355.255.100.825.800
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Arachidonic Acids.Thromboxanes.Thromboxane B2",D10.251.355.255.100.825.810
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Eicosapentaenoic Acid",D10.251.355.255.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.5,8,11,14-Eicosatetraynoic Acid",D10.251.355.255.205
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.8,11,14-Eicosatrienoic Acid",D10.251.355.255.207
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Lipoxins",D10.251.355.255.375
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins",D10.251.355.255.550
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandin Endoperoxides",D10.251.355.255.550.025
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandin Endoperoxides.Prostaglandins G",D10.251.355.255.550.025.600
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandin Endoperoxides.Prostaglandins H",D10.251.355.255.550.025.650
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandin Endoperoxides.Prostaglandins H.Prostaglandin H2",D10.251.355.255.550.025.650.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandin Endoperoxides.Prostaglandins H.Prostaglandin H2.15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D10.251.355.255.550.025.650.500.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins A",D10.251.355.255.550.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins B",D10.251.355.255.550.150
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins D",D10.251.355.255.550.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins D.Prostaglandin D2",D10.251.355.255.550.200.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins E",D10.251.355.255.550.250
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins E.Alprostadil",D10.251.355.255.550.250.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins E.Dinoprostone",D10.251.355.255.550.250.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins F",D10.251.355.255.550.400
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins F.Dinoprost",D10.251.355.255.550.400.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins F.6-Ketoprostaglandin F1 alpha",D10.251.355.255.550.400.350
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins I",D10.251.355.255.550.550
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins I.Epoprostenol",D10.251.355.255.550.550.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic",D10.251.355.255.550.775
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Iloprost",D10.251.355.255.550.775.125
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandin Endoperoxides, Synthetic",D10.251.355.255.550.775.250
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins A, Synthetic",D10.251.355.255.550.775.350
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic",D10.251.355.255.550.775.450
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic.Arbaprostil",D10.251.355.255.550.775.450.050
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic.16,16-Dimethylprostaglandin E2",D10.251.355.255.550.775.450.300
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic.Enprostil",D10.251.355.255.550.775.450.350
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic.Misoprostol",D10.251.355.255.550.775.450.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins E, Synthetic.Rioprostil",D10.251.355.255.550.775.450.750
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins F, Synthetic",D10.251.355.255.550.775.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins F, Synthetic.Carboprost",D10.251.355.255.550.775.500.150
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins F, Synthetic.Cloprostenol",D10.251.355.255.550.775.500.175
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins F, Synthetic.Cloprostenol.Bimatoprost",D10.251.355.255.550.775.500.175.250
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Eicosanoids.Prostaglandins.Prostaglandins, Synthetic.Prostaglandins F, Synthetic.Cloprostenol.Travoprost",D10.251.355.255.550.775.500.175.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential",D10.251.355.310
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids",D10.251.355.310.166
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Arachidonic Acid",D10.251.355.310.166.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Hydroxyeicosatetraenoic Acids",D10.251.355.310.166.550
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Hydroxyeicosatetraenoic Acids.12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",D10.251.355.310.166.550.425
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Isoprostanes",D10.251.355.310.166.775
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Isoprostanes.F2-Isoprostanes",D10.251.355.310.166.775.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Isoprostanes.Neuroprostanes",D10.251.355.310.166.775.750
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes",D10.251.355.310.166.887
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.Leukotriene A4",D10.251.355.310.166.887.405
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.Leukotriene B4",D10.251.355.310.166.887.411
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.SRS-A",D10.251.355.310.166.887.855
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene C4",D10.251.355.310.166.887.855.455
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene D4",D10.251.355.310.166.887.855.461
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Leukotrienes.SRS-A.Leukotriene E4",D10.251.355.310.166.887.855.470
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Thromboxanes",D10.251.355.310.166.971
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Thromboxanes.Thromboxane A2",D10.251.355.310.166.971.800
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Arachidonic Acids.Thromboxanes.Thromboxane B2",D10.251.355.310.166.971.810
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Linoleic Acids",D10.251.355.310.515
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Linoleic Acids.Linoleic Acid",D10.251.355.310.515.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Linolenic Acids",D10.251.355.310.640
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Linolenic Acids.alpha-Linolenic Acid",D10.251.355.310.640.400
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Essential.Linolenic Acids.gamma-Linolenic Acid",D10.251.355.310.640.425
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated",D10.251.355.325
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Alprostadil",D10.251.355.325.050
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Alprostadil.Lubiprostone",D10.251.355.325.050.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Capsaicin",D10.251.355.325.190
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Cilastatin",D10.251.355.325.200
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Erucic Acids",D10.251.355.325.300
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.6-Ketoprostaglandin F1 alpha",D10.251.355.325.450
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Oleic Acids",D10.251.355.325.600
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Oleic Acids.Oleic Acid",D10.251.355.325.600.525
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Oleic Acids.Ricinoleic Acids",D10.251.355.325.600.780
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Monounsaturated.Undecylenic Acids",D10.251.355.325.919
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-3",D10.251.355.337
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-3.alpha-Linolenic Acid",D10.251.355.337.100
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-3.Docosahexaenoic Acids",D10.251.355.337.250
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-3.Docosahexaenoic Acids.Neuroprostanes",D10.251.355.337.250.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-3.Eicosapentaenoic Acid",D10.251.355.337.290
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-6",D10.251.355.343
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-6.gamma-Linolenic Acid",D10.251.355.343.249
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-6.Linoleic Acids",D10.251.355.343.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-6.Linoleic Acids.Linoleic Acid",D10.251.355.343.500.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Fatty Acids, Omega-6.Linoleic Acids.Linoleic Acids, Conjugated",D10.251.355.343.500.750
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Gefarnate",D10.251.355.350
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Ionomycin",D10.251.355.391
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Isoprostanes",D10.251.355.411
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Isoprostanes.F2-Isoprostanes",D10.251.355.411.500
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Isoprostanes.Neuroprostanes",D10.251.355.411.750
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Oxylipins",D10.251.355.645
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Sorbic Acid",D10.251.355.840
"Lipids.Fatty Acids.Fatty Acids, Unsaturated.Trans Fatty Acids",D10.251.355.920
"Lipids.Fatty Acids.Fatty Acids, Volatile",D10.251.400
"Lipids.Fatty Acids.Fatty Acids, Volatile.Acetates",D10.251.400.045
"Lipids.Fatty Acids.Fatty Acids, Volatile.Acetates.Acetic Acid",D10.251.400.045.500
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates",D10.251.400.143
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates.Butyric Acid",D10.251.400.143.500
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates.Crotonates",D10.251.400.143.687
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates.Hydroxybutyrates",D10.251.400.143.781
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates.Hydroxybutyrates.3-Hydroxybutyric Acid",D10.251.400.143.781.500
"Lipids.Fatty Acids.Fatty Acids, Volatile.Butyrates.Isobutyrates",D10.251.400.143.875
"Lipids.Fatty Acids.Fatty Acids, Volatile.Caproates",D10.251.400.326
"Lipids.Fatty Acids.Fatty Acids, Volatile.Propionates",D10.251.400.706
"Lipids.Fatty Acids.Fatty Acids, Volatile.Valerates",D10.251.400.895
"Lipids.Fatty Acids.Fatty Acids, Volatile.Valerates.Pentanoic Acids",D10.251.400.895.593
"Lipids.Fatty Acids.Fatty Acids, Volatile.Valerates.Pentanoic Acids.Gemfibrozil",D10.251.400.895.593.350
"Lipids.Fatty Acids.Fatty Acids, Volatile.Valerates.Pentanoic Acids.Valproic Acid",D10.251.400.895.593.900
Lipids.Fatty Acids.Heptanoic Acids,D10.251.450
Lipids.Fatty Acids.Heptanoic Acids.Atorvastatin Calcium,D10.251.450.200
Lipids.Fatty Acids.Heptanoic Acids.Heptanoates,D10.251.450.400
Lipids.Fatty Acids.Lauric Acids,D10.251.500
Lipids.Fatty Acids.Lauric Acids.Laurates,D10.251.500.410
Lipids.Fatty Acids.Mupirocin,D10.251.536
Lipids.Fatty Acids.Mycolic Acids,D10.251.572
Lipids.Fatty Acids.Mycophenolic Acid,D10.251.618
Lipids.Fatty Acids.Myristic Acids,D10.251.640
Lipids.Fatty Acids.Myristic Acids.Myristates,D10.251.640.610
Lipids.Fatty Acids.Myristic Acids.Myristic Acid,D10.251.640.630
Lipids.Fatty Acids.Palmitic Acids,D10.251.694
Lipids.Fatty Acids.Palmitic Acids.Palmitates,D10.251.694.600
Lipids.Fatty Acids.Palmitic Acids.Palmitates.Palmitoyl Coenzyme A,D10.251.694.600.500
Lipids.Fatty Acids.Palmitic Acids.Palmitic Acid,D10.251.694.750
Lipids.Fatty Acids.Prostanoic Acids,D10.251.740
Lipids.Fatty Acids.Sodium Morrhuate,D10.251.860
Lipids.Fatty Acids.Stearic Acids,D10.251.882
Lipids.Fatty Acids.Stearic Acids.Stearates,D10.251.882.800
Lipids.Fatty Acids.Thioctic Acid,D10.251.941
Lipids.Fatty Alcohols,D10.289
Lipids.Fatty Alcohols.Acetogenins,D10.289.054
Lipids.Fatty Alcohols.Butanols,D10.289.110
Lipids.Fatty Alcohols.Butanols.1-Butanol,D10.289.110.175
Lipids.Fatty Alcohols.Butanols.Chlorobutanol,D10.289.110.220
Lipids.Fatty Alcohols.Butanols.tert-Butyl Alcohol,D10.289.110.855
Lipids.Fatty Alcohols.Dodecanol,D10.289.220
Lipids.Fatty Alcohols.Dodecanol.Sodium Dodecyl Sulfate,D10.289.220.720
Lipids.Fatty Alcohols.Dolichol,D10.289.230
Lipids.Fatty Alcohols.Dolichol.Dolichol Phosphates,D10.289.230.250
Lipids.Fatty Alcohols.Farnesol,D10.289.400
Lipids.Fatty Alcohols.Heptanol,D10.289.500
Lipids.Fatty Alcohols.Hexanols,D10.289.510
Lipids.Fatty Alcohols.Hexanols.Cyclohexanols,D10.289.510.500
Lipids.Fatty Alcohols.Hexanols.Cyclohexanols.Desvenlafaxine Succinate,D10.289.510.500.303
Lipids.Fatty Alcohols.Hexanols.Cyclohexanols.Menthol,D10.289.510.500.605
Lipids.Fatty Alcohols.Hexanols.Cyclohexanols.Tramadol,D10.289.510.500.802
Lipids.Fatty Alcohols.Hexanols.Cyclohexanols.Venlafaxine Hydrochloride,D10.289.510.500.901
Lipids.Fatty Alcohols.Octanols,D10.289.600
Lipids.Fatty Alcohols.Octanols.1-Octanol,D10.289.600.610
Lipids.Fatty Alcohols.Pentanols,D10.289.640
Lipids.Fatty Alcohols.Sodium Tetradecyl Sulfate,D10.289.900
Lipids.Glycerides,D10.351
Lipids.Glycerides.Diglycerides,D10.351.303
Lipids.Glycerides.Monoglycerides,D10.351.676
Lipids.Glycerides.Triglycerides,D10.351.801
Lipids.Glycerides.Triglycerides.Triacetin,D10.351.801.632
Lipids.Glycerides.Triglycerides.Triolein,D10.351.801.801
Lipids.Glycolipids,D10.390
Lipids.Glycolipids.Cord Factors,D10.390.240
Lipids.Glycolipids.Galactolipids,D10.390.355
Lipids.Glycolipids.Glycosphingolipids,D10.390.470
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids,D10.390.470.025
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids.Gangliosides,D10.390.470.025.475
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids.Gangliosides.G(M1) Ganglioside,D10.390.470.025.475.390
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids.Gangliosides.G(M2) Ganglioside,D10.390.470.025.475.400
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids.Gangliosides.G(M3) Ganglioside,D10.390.470.025.475.510
Lipids.Glycolipids.Glycosphingolipids.Acidic Glycosphingolipids.Sulfoglycosphingolipids,D10.390.470.025.837
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids,D10.390.470.675
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides,D10.390.470.675.200
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Cerebrosides,D10.390.470.675.200.250
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Cerebrosides.Galactosylceramides,D10.390.470.675.200.250.450
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Cerebrosides.Glucosylceramides,D10.390.470.675.200.250.490
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Globosides,D10.390.470.675.200.425
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Lactosylceramides,D10.390.470.675.200.612
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Ceramides.Trihexosylceramides,D10.390.470.675.200.906
Lipids.Glycolipids.Glycosphingolipids.Neutral Glycosphingolipids.Sphingomyelins,D10.390.470.675.870
Lipids.Glycolipids.Glycosphingolipids.Psychosine,D10.390.470.806
Lipids.Glycolipids.Glycosylphosphatidylinositols,D10.390.475
Lipids.Glycolipids.Polyisoprenyl Phosphate Sugars,D10.390.700
Lipids.Glycolipids.Polyisoprenyl Phosphate Sugars.Polyisoprenyl Phosphate Monosaccharides,D10.390.700.700
Lipids.Glycolipids.Polyisoprenyl Phosphate Sugars.Polyisoprenyl Phosphate Monosaccharides.Dolichol Monophosphate Mannose,D10.390.700.700.250
Lipids.Glycolipids.Polyisoprenyl Phosphate Sugars.Polyisoprenyl Phosphate Oligosaccharides,D10.390.700.710
Lipids.Lipid Peroxides,D10.440
Lipids.Lipofuscin,D10.460
Lipids.Lipopeptides,D10.477
Lipids.Lipopeptides.Daptomycin,D10.477.500
Lipids.Lipopeptides.Polymyxins,D10.477.750
Lipids.Lipopeptides.Polymyxins.Colistin,D10.477.750.110
Lipids.Lipopeptides.Polymyxins.Polymyxin B,D10.477.750.750
Lipids.Lipopolysaccharides,D10.494
Lipids.Lipopolysaccharides.Lipid A,D10.494.500
Lipids.Lipopolysaccharides.O Antigens,D10.494.600
Lipids.Lipoproteins,D10.532
Lipids.Lipoproteins.Apolipoproteins,D10.532.091
Lipids.Lipoproteins.Apolipoproteins.Apolipoproteins M,D10.532.091.100
Lipids.Lipoproteins.Apolipoproteins.Apolipoproteins A,D10.532.091.200
Lipids.Lipoproteins.Apolipoproteins.Apolipoproteins A.Apolipoprotein A-I,D10.532.091.200.100
Lipids.Lipoproteins.Apolipoproteins.Apolipoproteins A.Apolipoprotein A-II,D10.532.091.200.150
Lipids.Lipoproteins.Apolipoproteins.Apolipoproteins A.Apolipoprotein A-V,D10.532.091.200.575
